Land,Jaar,HydroEnergy,SolarEnergy,WindEnergy,Oppervlakte,BNPpp,RenewableEnergy,percentageGroen,BPNperLand,GrijzeEnergie,Populatie
Japan,2010,266932.8966,29508.8524,13042.73641,377962,42909.23415,531009.8809,4.497484758,5495390000000,11806818.91,128070000
Japan,2011,269875.0935,32517.00924,15171.28998,377962,46203.70952,533935.0746,4.626105474,5905630000000,11541783.42,127817277
Japan,2012,244398.1831,37079.03322,15663.81064,377962,46679.26543,508165.0887,4.481487294,5954480000000,11339206.28,127561489
Jordan,1990,33.09666575,2429.52,3.008787795,89320,1312.280348,2555.425454,2.767426364,4159928704,92339.42002,3170000
Jordan,1991,21.2587218,2429.52,3.036960258,89320,1225.51966,2552.615682,2.884835991,4344467193,88483.91,3545000
Jordan,1992,44.86153324,2429.52,2.990768883,89320,1422.766792,2576.172302,2.535766137,5311188436,101593.45,3733000
Jordan,1993,64.85554715,2429.52,2.947979416,89320,1435.288785,2596.123527,2.534409638,5606237993,102435.04,3906000
Jordan,1994,42.15652088,2429.52,3.011180063,89320,1535.988732,2583.497701,2.342028688,6237650241,110310.25,4061000
Jordan,1995,54.15974359,2428.55,3.008874644,89320,1603.682153,2594.528618,2.224824999,6727446632,116617.2,4195000
Jordan,1996,65.82445031,2428.55,2.992020469,89320,1601.932772,2606.176471,2.196292504,6928359238,118662.54,4325000
Jordan,1997,50.75512292,2512.5,8.956786398,89320,1630.153682,2694.001909,2.144124466,7244402962,125645.78,4444000
Jordan,1998,38.45299778,2637.47,8.873768718,89320,1733.264934,2809.596766,2.20647251,7910621157,127334.32,4564000
Jordan,1999,40.72022878,2679.47,8.72576331,89320,1740.917598,2855.685992,2.184127336,8147494358,130747.23,4680000
Jordan,2000,115.0249342,2721.46,8.848071864,89320,1763.169472,2974.113006,2.086469149,8457923956,142542.87,4797000
Jordan,2001,129.2522241,2721.46,9.017597033,89320,1824.886121,3005.54915,2.122017768,8972965058,141636.38,4917000
Jordan,2002,164.3165544,2721.46,9.300937039,89320,1901.580361,3043.379053,2.089783477,9580161861,145631.31,5038000
Jordan,2003,136.2323217,2721.46,9.968218664,89320,1973.86206,3023.366978,1.982992006,10193023676,152464.91,5164000
Jordan,2004,172.6171049,2805.45,9.770779525,89320,2156.439836,3146.169444,1.83179115,11407566734,171753.7201,5290000
Jordan,2005,187.2728682,2805.45,9.85646675,89320,2326.495159,3159.80678,1.690688004,12588665303,186894.73,5411000
Jordan,2006,160.4642536,3977.25,9.439073741,89320,2719.822427,4309.801475,2.284404787,15056936953,188661.9,5536000
Jordan,2007,180.8845889,4186.21,8.895963387,89320,3022.542887,4552.423764,2.327855353,17110615283,195563,5661000
Jordan,2008,188.5071065,4606.11,9.121311606,89320,3797.592624,4980.902353,2.741218684,21972870921,181703.94,5786000
Jordan,2009,180.8225568,5024.03,9.194367293,89320,4026.76635,5388.270448,2.781213632,23818322958,193738.1,5915000
Jordan,2010,190.8041362,5192.01,9.383809975,89320,4370.721045,5576.139376,2.968062022,26425379437,187871.39,6046000
Jordan,2011,182.4734929,5442.97,9.953099611,89320,4665.954276,5820.738191,3.021443868,28840263380,192647.57,6181000
Jordan,2012,188.5252489,5861.85,9.27173355,89320,4896.688447,6270.74045,3.066919045,30937277606,204463.84,6318000
Kazakhstan,1990,29301.51706,0,0,2724902,1647.463231,34100.59706,1.40771709,26932728899,2422404.139,16348000
Kazakhstan,1991,27983.04485,0,0,2724902,1512.485066,32782.12485,1.287376881,24881135586,2546427.96,16450500
Kazakhstan,1992,26312.97011,0,0,2724902,1515.104059,31112.05011,1.174517709,24906939560,2648921.329,16439095
Kazakhstan,1993,26308.05741,0,0,2724902,1433.461534,29607.42741,1.343463773,23409027476,2203812.861,16330419
Kazakhstan,1994,28681.43247,0,0,2724902,1320.321622,31880.82247,1.834412747,21250839258,1737930.71,16095199
Kazakhstan,1995,23223.70011,0,0,2724902,1288.239052,26523.07011,1.575746046,20374307047,1683207.15,15815626
Kazakhstan,1996,20447.13352,0,0,2724902,1350.333866,23546.53352,1.633778242,21035357833,1441231.92,15577894
Kazakhstan,1997,17497.35768,0,0,2724902,1445.569414,20596.75768,1.671015088,22165932063,1232589.57,15333703
Kazakhstan,1998,16270.64854,0,0,2724902,1468.701798,19339.06854,1.536731205,22135245413,1258454.86,15071300
Kazakhstan,1999,16987.734,0,0,2724902,1130.113592,20056.154,1.788634455,16870817135,1121310.95,14928426
Kazakhstan,2000,18589.61408,0,0,2724902,1229.000958,21658.03408,2.505036793,18291990619,864579.4801,14883626
Kazakhstan,2001,19917.49257,0,0,2724902,1490.926751,20721.36257,2.410000463,22152689130,859807.4103,14858335
Kazakhstan,2002,21656.05036,0,0,2724902,1658.031146,22606.87036,2.773657997,24636598581,815056.1599,14858948
Kazakhstan,2003,20397.21883,0,0,2724902,2068.123657,21502.99883,2.284797601,30833692831,941133.64,14909018
Kazakhstan,2004,18742.26212,0,0,2724902,2874.288291,19622.07212,1.888490132,43151647003,1039034.93,15012985
Kazakhstan,2005,25336.57321,0,0,2724902,3771.278957,25816.46321,2.094401627,57123671734,1232641.48,15147029
Kazakhstan,2006,25461.57699,0,0,2724902,5291.57565,26317.39699,2.127061118,81003884545,1237265.67,15308084
Kazakhstan,2007,26688.05965,0,0,2724902,6771.414797,27762.84965,1.833245655,104850000000,1514409.68,15484192
Kazakhstan,2008,17377.43138,0,0,2724902,8513.564645,20301.87138,1.153802919,133442000000,1759561.451,15674000
Kazakhstan,2009,16327.43191,0,0,2724902,7165.27705,19112.91191,1.30558999,115309000000,1463929.109,16092701
Kazakhstan,2010,20058.93985,0,0,2724902,9070.649972,22168.53985,1.382363377,148047000000,1603669.5,16321581
Kazakhstan,2011,21226.4665,0,0,2724902,11357.94549,24515.8265,1.381899775,188049000000,1774066.9,16556600
Kazakhstan,2012,20861.11187,0,8.194753911,2724902,12120.30534,23358.81663,1.358261215,203517000000,1719758.79,16791425
Kenya,1990,8000.732971,0,0,580370,365.6172894,236740.3379,77.31548942,8572346693,306200.4,23446229
Kenya,1991,8794.596738,0,0,580370,336.3641884,245102.8789,78.6484179,8151479004,311643.7501,24234087
Kenya,1992,9183.689904,0,0,580370,327.9748244,253223.7765,79.27074274,8209129172,319441.66,25029754
Kenya,1993,9817.081386,0,0,580370,222.7240548,261656.0882,80.04420827,5751789915,326889.47,25824736
Kenya,1994,10334.67658,0,0,580370,268.6455753,269556.7469,80.6779915,7148145376,334114.35,26608089
Kenya,1995,9637.787025,0,0,580370,330.4831218,276710.7014,79.36143146,9046326060,348671.51,27373035
Kenya,1996,10246.01888,0,0,580370,428.4338764,284772.2146,78.59456084,12045858436,362330.69,28116027
Kenya,1997,9565.807221,0,0,580370,454.7417768,291287.4834,79.41750019,13115773738,366779.97,28842245
Kenya,1998,9656.988415,0,0,580370,476.7185137,298792.7633,79.57394717,14093998844,375490.69,29564614
Kenya,1999,7114.625773,0,0,580370,425.5935921,303752.6836,79.37361785,12896013577,382687.21,30301240
Kenya,2000,3979.129173,0,0,580370,408.9818683,309189.4209,78.98879763,12705357103,391434.5201,31065820
Kenya,2001,7178.129082,0,0,580370,407.5540066,320688.693,80.21649688,12986007426,399778.98,31863280
Kenya,2002,9484.291008,0,0,580370,402.1703155,331221.0807,80.55396017,13147743911,411179.14,32691980
Kenya,2003,9929.808958,0,0,580370,444.2336311,341635.6059,83.19834231,14904517650,410627.9,33551079
Kenya,2004,8647.856045,0,0,580370,467.3787525,350061.665,82.30102881,16095337094,425343,34437460
Kenya,2005,8816.490958,0,0,580370,530.0821579,359212.1621,81.25383866,18737895401,442086.39,35349040
Kenya,2006,9644.161837,0,0,580370,711.7211637,369491.7236,79.79991729,25825524821,463022.6899,36286015
Kenya,2007,10427.56547,0,0,580370,857.9256887,379987.49,80.30047272,31958195182,473207.0399,37250540
Kenya,2008,8574.804052,0,0,580370,938.5717623,388518.2241,80.51786164,35895153328,482524.27,38244442
Kenya,2009,6553.251543,0,48.31890539,580370,942.7431465,397239.7172,78.17828125,37021512049,508120.3,39269988
Kenya,2010,10306.1554,0,54.13212638,580370,991.8505451,411813.2626,76.30922203,39999659234,539663.82,40328313
Kenya,2011,10290.21897,0,44.7271181,580370,1012.879773,422718.1956,77.12050515,41953433591,548126.85,41419954
Kenya,2012,12622.35146,2.93611339,44.04170084,580370,1184.923256,436396.0564,78.53266268,50410164014,555687.33,42542978
Kiribati,1990,0,0,0,810,392.3970541,18.56232,13.95638813,28413863.09,133.00232,72411
Kiribati,1991,0,0,0,810,648.5565477,18.83637,14.13331561,47797320.45,133.27637,73698
Kiribati,1992,0,0,0,810,665.0033427,19.046475,14.23009086,49724294.95,133.846475,74773
Kiribati,1993,0,0,0,810,641.9968714,19.393605,14.33657734,48613287.09,135.273605,75722
Kiribati,1994,0,0,0,810,732.9766097,19.87776,15.90758349,56200248.57,124.95776,76674
Kiribati,1995,0,0,0,810,741.1916122,20.13354,14.53333251,57610600.44,138.53354,77727
Kiribati,1996,0,0,0,810,860.0811268,20.68164,11.56421961,67866421.47,178.84164,78907
Kiribati,1997,0,0,0,810,862.3574229,20.782125,14.3026986,69152441.74,145.302125,80190
Kiribati,1998,0,0,0,810,822.7153617,21.238875,11.31660396,67097374.04,187.678875,81556
Kiribati,1999,0,0,0,810,850.8735676,21.586005,16.20033051,70596129.03,133.244226,82969
Kiribati,2000,0,0,0,810,799.8566112,23.047605,11.11247073,67512697.12,207.403066,84406
Kiribati,2001,0,0,0,810,734.9492461,23.47695,7.309170787,63101272.37,321.198542,85858
Kiribati,2002,0,0,0,810,827.3020845,23.91543,5.365773442,72259045.96,445.703313,87343
Kiribati,2003,0,0,0,810,1014.135333,24.35391,5.544569193,90148518.06,439.238995,88892
Kiribati,2004,0,0,0,810,1128.951514,8.36766,1.864601867,102220914.8,448.7638969,90545
Kiribati,2005,0,0,0,810,1149.688033,8.833545,1.287491729,106149546.4,686.1049901,92329
Kiribati,2006,0,0,0,810,1110.482703,8.42247,1.052829076,104670768.1,799.9845551,94257
Kiribati,2007,0,0,0,810,1277.178794,18.412665,3.175629559,123005089.6,579.811488,96310
Kiribati,2008,0,0,0,810,1371.912089,18.264995,3.001729814,135046910.3,608.4823129,98437
Kiribati,2009,0,0,0,810,1264.108774,19.078595,4.232492738,127126362.9,450.764979,100566
Kiribati,2010,0,0,0,810,1465.559032,18.98783,2.711356861,150436703.5,700.307299,102648
Kiribati,2011,0,0,0,810,1645.872214,19.641945,2.894788669,172260277.6,678.5277699,104662
Kiribati,2012,0,0,0,810,1641.195669,19.641945,2.894788669,174984282.2,678.5277699,106620
Korea. Dem. Rep.,1990,47770.95639,0,0,120540,0,87734.25639,7.667315476,0,1144263.03,20194354
Korea. Dem. Rep.,1991,45932.90304,0,0,120540,0,86335.14304,8.066695898,0,1070266.49,20510208
Korea. Dem. Rep.,1992,40365.16146,0,0,120540,0,81217.32146,8.352653187,0,972353.5701,20838082
Korea. Dem. Rep.,1993,37806.00828,0,0,120540,0,79071.06828,8.673729367,0,911615.58,21166230
Korea. Dem. Rep.,1994,38944.51403,0,0,120540,0,80667.48403,9.750956175,0,827277.6801,21478544
Korea. Dem. Rep.,1995,39767.40252,0,0,120540,0,81949.28252,10.42734291,0,785907.6203,21763670
Korea. Dem. Rep.,1996,34719.63028,0,0,120540,0,77350.42028,11.1800555,0,691860.7898,22016510
Korea. Dem. Rep.,1997,29460.12705,0,0,120540,0,70510.23705,10.70887015,0,658428.3502,22240826
Korea. Dem. Rep.,1998,27629.214,0,0,120540,0,69079.244,11.02931507,0,626323.9699,22444986
Korea. Dem. Rep.,1999,27988.47796,0,0,120540,0,69812.42796,10.4687174,0,666867.0601,22641747
Korea. Dem. Rep.,2000,27438.94113,0,0,120540,0,69507.86113,9.750155912,0,712889.74,22840218
Korea. Dem. Rep.,2001,28513.67465,0,0,120540,0,70792.56465,9.63850472,0,734476.63,23043441
Korea. Dem. Rep.,2002,28567.49929,0,0,120540,0,71179.32929,10.08900695,0,705513.7304,23248053
Korea. Dem. Rep.,2003,31526.61024,0,0,120540,0,74453.37024,10.30203711,0,722705.3198,23449173
Korea. Dem. Rep.,2004,33626.01256,0,0,120540,0,76845.72256,10.39163788,0,739495.77,23639296
Korea. Dem. Rep.,2005,35327.0974,0,0,120540,0,78819.7474,10.21389224,0,771691.5897,23813324
Korea. Dem. Rep.,2006,33948.48624,0,0,120540,0,77690.07624,9.935741462,0,781925.3001,23969897
Korea. Dem. Rep.,2007,35724.15637,0,0,120540,0,79698.70637,12.04558795,0,661642.31,24111945
Korea. Dem. Rep.,2008,37843.0958,0,0,120540,0,82031.5858,11.24706999,0,729359.6099,24243829
Korea. Dem. Rep.,2009,33624.53855,0,0,120540,0,78018.01855,10.79833165,0,722500.6703,24371806
Korea. Dem. Rep.,2010,36044.54032,0,0,120540,0,80635.97032,11.75006091,0,686260.0197,24500506
Korea. Dem. Rep.,2011,35504.89686,0,0,120540,0,80288.28686,15.87885888,0,505630.08,24631359
Korea. Dem. Rep.,2012,36312.52261,0,0,120540,0,81332.89261,15.9830884,0,508868.44,24763353
Korea. Rep.,1990,20515.55822,420.1452096,0,100266,6642.451218,39753.06343,1.631946593,284757000000,2435929.19,42869283
Korea. Rep.,1991,11567.59268,479.2282997,0,100266,7675.693138,25063.29098,0.955805038,332325000000,2622217.919,43295704
Korea. Rep.,1992,10330.2212,534.5811148,0,100266,8140.218706,21160.77231,0.752918877,356118000000,2810498.31,43747962
Korea. Rep.,1993,13591.69767,598.3208955,3.215447758,100266,8869.020761,22430.65001,0.725977951,391963000000,3089715.05,44194628
Korea. Rep.,1994,7652.141392,711.3735647,3.26178235,100266,10275.27753,14810.3028,0.44157431,458704000000,3353977.454,44641540
Korea. Rep.,1995,8957.445542,931.3109026,0,100266,12403.91322,16284.87528,0.443589557,559330000000,3671158.399,45092991
Korea. Rep.,1996,7860.580054,1350.468441,0,100266,13254.6374,23843.79409,0.608637294,603413000000,3917570.337,45524681
Korea. Rep.,1997,9155.907704,1916.394566,3.254855209,100266,12196.76978,27154.63588,0.676452143,560485000000,4014273.022,45953580
Korea. Rep.,1998,13795.71214,1852.536202,6.448101023,100266,8133.731245,32559.71573,0.948918668,376482000000,3431244.092,46286503
Korea. Rep.,1999,13616.06299,1779.009395,19.64327433,100266,10432.2108,30566.29579,0.787124929,486315000000,3883283.919,46616677
Korea. Rep.,2000,13167.31559,1761.098099,55.8215374,100266,11947.57725,29935.368,0.700449127,561633000000,4273739.069,47008111
Korea. Rep.,2001,13613.56528,1575.367521,42.63462989,100266,11255.94789,30061.78969,0.692195878,533052000000,4342959.94,47357362
Korea. Rep.,2002,10616.66396,1478.6969,49.25764287,100266,12788.58018,31465.4886,0.696660963,609020000000,4516614.289,47622179
Korea. Rep.,2003,16357.98733,1404.446022,83.42506797,100266,14219.19359,38440.48153,0.845579278,680521000000,4546052.928,47859311
Korea. Rep.,2004,14371.39463,1545.880288,155.9943528,100266,15921.9392,35323.61585,0.77020122,764881000000,4586284.069,48039415
Korea. Rep.,2005,12193.86057,1503.53796,431.5823236,100266,18657.52186,40233.52348,0.872923455,898137000000,4609055.152,48138077
Korea. Rep.,2006,11527.36957,1484.771654,794.4179147,100266,20917.02989,43829.35607,0.948657677,1011800000000,4620144.561,48371946
Korea. Rep.,2007,12008.24945,1460.280265,1243.487137,100266,23101.51118,48273.93069,1.024921542,1122680000000,4710012.3,48597652
Korea. Rep.,2008,9949.972383,2097.464505,1413.09054,100266,20474.88747,49107.32833,1.046210628,1002220000000,4693828.089,48948698
Korea. Rep.,2009,9097.610107,3114.278066,2215.379639,100266,18338.70637,54991.83837,1.185344062,901935000000,4639314.452,49182038
Korea. Rep.,2010,11993.18319,3739.354629,2661.170741,100266,22151.20912,64322.44386,1.287782319,1094500000000,4994822.721,49410366
Korea. Rep.,2011,14981.86737,4135.671779,2811.951184,100266,24155.8293,67214.56373,1.322460379,1202460000000,5082538.94,49779440
Korea. Rep.,2012,12957.79207,4699.79906,2993.775592,100266,24453.97135,82315.38565,1.598824499,1222810000000,5148494.141,50004441
Kosovo,1990,0,0,0,10887,0,0,0,,0,1862000
Kosovo,1991,0,0,0,10887,0,0,0,,0,1898000
Kosovo,1992,0,0,0,10887,0,0,0,,0,1932000
Kosovo,1993,0,0,0,10887,0,0,0,,0,1965000
Kosovo,1994,0,0,0,10887,0,0,0,,0,1997000
Kosovo,1995,0,0,0,10887,0,0,0,,0,2029000
Kosovo,1996,0,0,0,10887,0,0,0,,0,2059000
Kosovo,1997,0,0,0,10887,0,0,0,,0,2086000
Kosovo,1998,0,0,0,10887,0,0,0,,0,1966000
Kosovo,1999,0,0,0,10887,0,0,0,,0,1762000
Kosovo,2000,143.8602773,4.98,0,10887,1087.762401,9018.120277,28.299289,1849196082,31866.95,1700000
Kosovo,2001,143.8795508,5.99,0,10887,1490.361033,9101.159551,23.9322062,2535333632,38028.92,1701154
Kosovo,2002,143.9406191,5.99,0,10887,1587.505829,9157.200619,24.11344954,2702427047,37975.49,1702310
Kosovo,2003,143.9584904,5.99,0,10887,1969.562713,9204.19849,23.82135736,3355083117,38638.43001,1703466
Kosovo,2004,293.6424865,6.99,0,10887,2135.332847,9354.882487,24.13408993,3639935348,38762.11,1704622
Kosovo,2005,287.6641364,8,0,10887,2190.497596,9349.914136,22.91745043,3736506989,40798.23,1705780
Kosovo,2006,270.8216825,10.01,0,10887,2371.662079,9335.081682,22.14989399,4078158324,42145.04,1719536
Kosovo,2007,252.07806,12.02,0,10887,2788.479464,9319.34806,21.2090748,4833561456,43940.37999,1733404
Kosovo,2008,216.2899341,23.99,0,10887,3254.860674,9998.409934,20.58461774,5687488209,48572.24001,1747383
Kosovo,2009,340.4696141,23.99,0,10887,3209.694109,10189.57961,20.94456186,5653792720,48650.23999,1761474
Kosovo,2010,446.0567647,25,2.859338235,10887,3283.211938,10367.0361,20.9454241,5829933775,49495.46999,1775680
Kosovo,2011,298.9480865,26,0,10887,3738.781369,10452.98809,19.743536,6695996664,52943.85003,1790957
Kosovo,2012,260.1045936,29.01,0,10887,3600.887,10649.14459,20.89005572,6500321213,50977.09998,1805200
Kuwait,1990,0,0,0,17820,8950.598406,246.39,0.165149506,18427778418,149192.0902,2058832
Kuwait,1991,0,0,0,17820,5485.47681,246.39,0.354012537,11009955360,69599.23004,2007110
Kuwait,1992,0,0,0,17820,0,338.8,0.167621262,19858555892,202122.3298,
Kuwait,1993,0,0,0,17820,0,153.99,0.061963386,23941392183,248517.7295,
Kuwait,1994,0,0,0,17820,0,92.4,0.038748748,24848484675,238459.3174,
Kuwait,1995,0,0,0,17820,16610.36846,277.21,0.115684881,27191688097,239625.0898,1637031
Kuwait,1996,0,0,0,17820,19227.56057,153.99,0.069461397,31492936826,221691.4814,1637906
Kuwait,1997,0,0,0,17820,17998.71008,0,0,30350432859,0,1686256
Kuwait,1998,0,0,0,17820,14690.00979,0,0,25946185726,0,1766247
Kuwait,1999,0,0,0,17820,16253.86851,0,0,30120888929,0,1853152
Kuwait,2000,0,0,0,17820,19548.3793,0,0,37718011410,0,1929470
Kuwait,2001,0,0,0,17820,17532.85837,0,0,34890773880,0,1990022
Kuwait,2002,0,0,0,17820,18675.21367,0,0,38138801479,0,2042215
Kuwait,2003,0,0,0,17820,22841.60172,0,0,47875837320,0,2095993
Kuwait,2004,0,0,0,17820,27438.16863,0,0,59440511982,0,2166344
Kuwait,2005,0,0,0,17820,35694.38171,0,0,80797945205,0,2263604
Kuwait,2006,0,0,0,17820,42502.22152,0,0,101559000000,0,2389498
Kuwait,2007,0,0,0,17820,45157.12334,0,0,114635000000,0,2538591
Kuwait,2008,0,0,0,17820,54478.55067,0,0,147380000000,0,2705290
Kuwait,2009,0,0,0,17820,36756.80798,0,0,105905000000,0,2881243
Kuwait,2010,0,0,0,17820,37724.27379,0,0,115416000000,0,3059473
Kuwait,2011,0,0,0,17820,47553.66926,0,0,154035000000,0,3239181
Kuwait,2012,0,0,0,17820,50896.49814,0,0,174045000000,0,3419581
Kyrgyz Republic,1990,22709.09836,0,0,199949,608.9451631,22919.06836,7.927699062,2674000000,289101.1399,4391200
Kyrgyz Republic,1991,23186.83113,0,0,199949,575.9551334,23381.81113,9.017271491,2570833333,259300.29,4463600
Kyrgyz Republic,1992,24275.71688,0,0,199949,513.0359215,24461.69688,12.99598097,2316562400,188225.09,4515400
Kyrgyz Republic,1993,23594.942,0,0,199949,449.0657902,23731.932,16.20028171,2028295455,146490.86,4516700
Kyrgyz Republic,1994,26976.05771,0,0,199949,372.30781,27142.01771,26.51676046,1681006993,102357.97,4515100
Kyrgyz Republic,1995,25748.26843,0,0,199949,364.2264974,25904.22843,34.9747756,1661018519,74065.45999,4560400
Kyrgyz Republic,1996,24583.61259,0,0,199949,394.8601215,24733.58259,29.4990053,1827570586,83845.48,4628400
Kyrgyz Republic,1997,22648.82614,0,0,199949,376.4296133,22798.79614,28.74946362,1767864036,79301.63999,4696400
Kyrgyz Republic,1998,22380.45162,0,0,199949,345.1381316,22530.42162,25.07425493,1645963750,89854.8,4769000
Kyrgyz Republic,1999,26228.3521,0,0,199949,258.04934,26378.3221,34.54898862,1249062025,76350.49,4840400
Kyrgyz Republic,2000,24850.49684,0,0,199949,279.620275,25000.46684,35.16661467,1369691955,71091.48001,4898400
Kyrgyz Republic,2001,21315.46893,0,0,199949,308.4090314,21465.43893,36.00532551,1525113501,59617.4,4945100
Kyrgyz Republic,2002,20403.13442,0,0,199949,321.726538,20553.10442,28.30452893,1605640633,72614.19001,4990700
Kyrgyz Republic,2003,24884.8188,0,0,199949,380.5073624,25034.7888,30.51823509,1919012781,82032.23,5043300
Kyrgyz Republic,2004,21568.19917,0,0,199949,433.2351189,21718.16917,27.71435571,2211535312,78364.33001,5104700
Kyrgyz Republic,2005,21020.38557,0,0,199949,476.5518917,21170.35557,28.03547158,2460246796,75512.75002,5162600
Kyrgyz Republic,2006,21218.33029,0,0,199949,543.1107024,21368.30029,27.76759171,2834168889,76954.09999,5218400
Kyrgyz Republic,2007,22740.30405,0,0,199949,721.7686908,22891.28405,24.49562239,3802566171,93450.51,5268400
Kyrgyz Republic,2008,21886.00291,0,0,199949,966.3936272,22037.98291,22.04517405,5139957785,99967.37998,5318700
Kyrgyz Republic,2009,22743.85508,0,0,199949,871.2243893,22897.84508,24.73125994,4690062255,92586.64999,5383300
Kyrgyz Republic,2010,23396.00927,0,0,199949,880.0377751,23551.96927,25.59479756,4794357795,92018.58001,5447900
Kyrgyz Republic,2011,29260.07192,0,0,199949,1123.883168,29418.04192,25.95074017,6197766119,113361.09,5514600
Kyrgyz Republic,2012,32282.09995,0,0,199949,1177.974735,32442.07995,22.47594172,6605139933,144341.36,5607200
Lao PDR,1990,562.1248958,0,0,236800,203.764751,51638.79805,96.64133766,865559856.2,53433.44712,4247839
Lao PDR,1991,753.7267555,0,0,236800,235.1770385,52294.16366,96.3492417,1028087947,54275.63594,4371549
Lao PDR,1992,860.6314295,0,0,236800,250.7925708,52516.29163,96.03801686,1127806918,54682.81556,4496971
Lao PDR,1993,910.6680981,0,0,236800,287.2867049,52760.25925,96.06725227,1327748655,54920.12939,4621685
Lao PDR,1994,971.1485251,0,0,236800,325.4709899,52805.54368,95.77641062,1543606382,55134.18527,4742685
Lao PDR,1995,1168.587503,0,0,236800,363.0338297,53136.74245,95.62995577,1763536299,55564.95559,4857774
Lao PDR,1996,1320.833597,0,0,236800,377.2769222,53591.53465,95.36632336,1873671511,56195.45009,4966303
Lao PDR,1997,1508.668047,0,0,236800,344.669513,54078.1204,95.24510103,1747011884,56777.8498,5068658
Lao PDR,1998,1708.42261,0,0,236800,247.8528561,54420.53761,92.3573367,1280177847,58923.8923,5165072
Lao PDR,1999,1862.414453,0,0,236800,276.707261,54822.89745,93.33167754,1454430642,58739.86078,5256207
Lao PDR,2000,1998.635107,104.9858662,0,236800,324.0196947,55319.52687,91.22092352,1731198022,60643.46285,5342879
Lao PDR,2001,2213.851573,117.8182158,0,236800,326.0306989,55656.15724,91.67521767,1768619058,60710.14463,5424701
Lao PDR,2002,2380.60637,132.635071,0,236800,319.5325358,55952.43089,91.1218258,1758176653,61403.98351,5502340
Lao PDR,2003,2740.542094,166.6916467,0,236800,362.6677396,56467.17524,90.58734826,2023324407,62334.50512,5579003
Lao PDR,2004,2817.631907,162.8022583,0,236800,418.1732543,56666.65062,90.10612912,2366398120,62888.78589,5658894
Lao PDR,2005,3170.30661,175.1105221,0,236800,476.1624057,57162.96713,90.14817879,2735558735,63410.00772,5745012
Lao PDR,2006,3495.82317,187.2441903,0,236800,591.3647744,57500.61736,90.08368598,3452882525,63830.22268,5838837
Lao PDR,2007,4077.375805,233.8982177,0,236800,710.9803373,58108.57602,89.80799121,4222962985,64703.12412,5939634
Lao PDR,2008,5008.600749,263.2046041,0,236800,900.4995548,58769.83058,87.48757981,5443915128,67175.05583,6045439
Lao PDR,2009,5973.144726,341.4976885,0,236800,947.955524,59822.41345,87.2824475,5832915377,68538.88172,6153153
Lao PDR,2010,6967.585301,412.9160331,0,236800,1147.095388,60723.32994,87.47752219,7181441152,69415.92357,6260544
Lao PDR,2011,7517.124451,439.1010907,0,236800,1300.979602,60988.28963,86.52792178,8283218734,70483.94134,6366909
Lao PDR,2012,8760.970079,520.7097968,0,236800,1445.86945,0,86.52792178,9359185244,0,6473050
Latvia,1990,20259.99179,0,0,64490,0,46647.22438,17.56968787,,265498.3101,2663151
Latvia,1991,16741.71992,0,0,64490,0,48174.59141,18.74997039,,256931.5599,2650581
Latvia,1992,15019.81422,0,0,64490,0,46378.68858,21.68500456,,213874.47,2614338
Latvia,1993,12485.14549,0,0,64490,0,47274.53827,25.50430957,,185359.02,2563290
Latvia,1994,11798.29172,0,0,64490,0,47828.51188,28.49132115,,167870.46,2520742
Latvia,1995,11866.75696,0,0,64490,2366.543172,51783.33089,32.59155141,5880992308,158885.75,2485056
Latvia,1996,8856.765451,0,4.761701855,64490,2436.027801,50249.94703,32.15672676,5985861104,156265.74,2457222
Latvia,1997,9889.417435,0,6.697878384,64490,2847.946394,50711.06119,32.94228983,6928629233,153939.09,2432851
Latvia,1998,12076.84849,0,5.596315336,64490,3148.334917,52692.17606,35.40619765,7587546969,148821.9,2410019
Latvia,1999,10774.76519,0,7.816296837,64490,3503.541529,51034.69783,36.3893623,8375152962,140246.2,2390482
Latvia,2000,10987.07976,0,15.59003868,64490,4169.732279,48397.13546,35.82038644,9872049657,135110.59,2367550
Latvia,2001,10922.78374,0,11.56666121,64490,4466.045269,52474.26044,35.34723018,10437907021,148453.67,2337170
Latvia,2002,10896.37209,0,48.64451824,64490,4987.188818,51698.21583,34.38259225,11521268953,150361.6,2310173
Latvia,2003,10675.5507,0,226.1369962,64490,5631.261915,54061.41531,34.33765179,12884073854,157440.63,2287955
Latvia,2004,12901.38859,0,203.3348475,64490,6746.063847,58400.75181,36.11248635,15267165505,161719,2263122
Latvia,2005,13984.73173,0,197.6194802,64490,7634.193539,60313.05573,36.30049784,17091424861,166149.39,2238799
Latvia,2006,12201.28163,0,208.0277816,64490,9746.23509,58798.34466,33.99895367,21620628835,172941.63,2218357
Latvia,2007,13625.40558,0,264.232161,64490,14064.19907,59238.46366,33.07539569,30945808825,179101.3,2200325
Latvia,2008,14068.36648,0,266.9776849,64490,16383.01708,57299.76841,33.70494315,35671103521,170004.05,2177322
Latvia,2009,13640.99672,0,197.2952954,64490,12212.49563,63333.60779,38.39414077,26155123308,164956.44,2141669
Latvia,2010,11886.32346,0,165.4630255,64490,11379.23564,61133.07988,35.26775251,23868572609,173339.88,2097555
Latvia,2011,10558.7987,0,259.6725693,64490,13749.22334,55859.03638,35.53508541,28319399054,157194.04,2059709
