Land,Jaar,HydroEnergy,SolarEnergy,WindEnergy,Oppervlakte,BNPpp,RenewableEnergy,percentageGroen,BPNperLand,GrijzeEnergie,Populatie
Croatia,2005,26610.76978,0,42.01921645,56590,10224.24059,41439.7759,15.7394451,45416076681,263286.1301,4442000
Croatia,2006,26472.04778,0,83.82815131,56590,11359.52579,41840.46802,15.59895535,50436294495,268226.09,4440000
Croatia,2007,19422.40537,154.95,160.4778537,56590,13544.18861,33312.32388,12.38442188,60082020692,268985.7,4436000
Croatia,2008,24809.15935,182.96,190.2542895,56590,15887.4192,38914.89714,14.21222768,70452887538,273812.7901,4434508
Croatia,2009,29616.90525,199.96,237.6393586,56590,14142.15076,44628.45283,16.94753197,62636688809,263333.05,4429078
Croatia,2010,33980.86827,217.96,567.0957726,56590,13505.76562,51054.52207,19.43070603,59665514733,262751.76,4417781
Croatia,2011,23775.27511,253.97,1064.090469,56590,14539.18518,44132.29692,17.21733332,62236755927,256324.81,4280622
Croatia,2012,24665.44474,308.563949,1749.284613,56590,13235.97909,48695.88731,19.96813084,56485308446,243868.03,4267558
Cuba,1990,260.5961621,0,0,109880,2706.975485,258077.6989,44.29393788,28645436551,582647.9,10582082
Cuba,1991,296.3583189,0,0,109880,2280.248305,232268.828,48.96335597,24317883624,474372.77,10664577
Cuba,1992,227.3716615,0,0,109880,2057.220667,219781.0576,53.31723981,22085858204,412213.87,10735775
Cuba,1993,222.9292456,0,0,109880,2071.510891,163081.7212,49.35395549,22367254851,330432.93,10797556
Cuba,1994,131.5017484,0,0,109880,2621.135778,160527.2289,48.07385577,28448326796,333917.9401,10853435
Cuba,1995,195.3181861,0,0,109880,2790.070088,140329.2183,43.1735689,30428638304,325035.02,10906048
Cuba,1996,253.1090397,0,0,109880,2283.564629,155148.2689,42.96082762,25017300000,361138.92,10955372
Cuba,1997,346.8442457,0,0,109880,2305.927831,150141.9927,38.16226568,25366200000,393430.5001,11000431
Cuba,1998,261.2559386,0,0,109880,2330.81411,136859.2035,36.17503371,25736600000,378325.0199,11041893
Cuba,1999,282.7564643,0,0,109880,2559.92822,141029.0451,35.04456528,28365300000,402427.7202,11080506
Cuba,2000,250.1709952,0,0,109880,2749.463492,145043.9401,35.66294595,30565200000,406707.68,11116787
Cuba,2001,211.4636251,0,0,109880,2841.176483,145395.7426,35.12583052,31683300000,413928.27,11151472
Cuba,2002,298.7173043,0,0,109880,3003.288468,119462.6617,36.15650938,33590400000,330404.2999,11184540
Cuba,2003,362.4096951,0,0,109880,3201.250272,104646.6842,34.94951755,35901500000,299422.3999,11214837
Cuba,2004,248.6174491,0,0,109880,3398.620012,101351.1089,34.47565229,38202800000,293978.8,11240680
Cuba,2005,192.8653657,0,0,109880,3786.875329,78980.15262,27.78444904,42644200000,284260.2799,11261052
Cuba,2006,265.832274,0,0,109880,4677.709014,65287.31146,23.21124104,52742100000,281274.54,11275199
Cuba,2007,339.2921976,0,8.412203246,109880,5193.484286,51124.68438,18.54164749,58603500000,275728.92,11284043
Cuba,2008,392.78411,0,28.46261666,109880,5385.740727,47939.54569,18.70765692,60806300000,256256.28,11290239
Cuba,2009,432.0702284,0,28.61392241,109880,5494.925311,53097.839,19.15762929,62078600000,277162.89,11297442
Cuba,2010,275.5636909,5.681725585,28.40862792,109880,5688.666732,43415.81661,17.30186543,64328200000,250931.42,11308133
Cuba,2011,281.5183733,8.530859797,48.34153885,109880,6092.613902,48759.39422,19.5278621,68990140000,249691.41,11323570
Cuba,2012,315.1059473,14.19396159,48.2594694,109880,6448.155635,48789.89911,18.87409326,73139050000,258501.9499,11342631
Curacao,1990,0,0,0,444,0,0,0,0,0,145400
Curacao,1991,0,0,0,444,0,0,0,0,0,144403
Curacao,1992,0,0,0,444,0,0,0,0,0,143912
Curacao,1993,0,0,0,444,0,0,0,0,0,144299
Curacao,1994,0,0,0,444,0,0,0,0,0,144630
Curacao,1995,0,0,0,444,0,0,0,0,0,145139
Curacao,1996,0,0,0,444,0,0,0,0,0,146306
Curacao,1997,0,0,0,444,0,0,0,0,0,146956
Curacao,1998,0,0,0,444,0,0,0,0,0,144472
Curacao,1999,0,0,0,444,0,0,0,0,0,139428
Curacao,2000,0,0,0,444,0,0,0,0,0,133860
Curacao,2001,0,0,0,444,0,0,0,0,0,129047
Curacao,2002,0,0,0,444,0,0,0,0,0,129205
Curacao,2003,0,0,0,444,0,0,0,0,0,131897
Curacao,2004,0,0,0,444,0,0,0,0,0,134192
Curacao,2005,0,0,0,444,0,0,0,0,0,137658
Curacao,2006,0,0,0,444,0,0,0,0,0,141239
Curacao,2007,0,0,0,444,0,0,0,0,0,144056
Curacao,2008,0,0,0,444,0,0,0,0,0,145880
Curacao,2009,0,0,0,444,0,0,0,0,0,146833
Curacao,2010,0,0,0,444,0,0,0,0,0,148703
Curacao,2011,0,0,0,444,0,0,0,0,0,150831
Curacao,2012,0,0,0,444,0,0,0,0,0,152088
Cyprus,1990,0,0,0,9250,9641.575273,175.8,0.495918965,5591130218,35449.33999,766611
Cyprus,1991,0,0,0,9250,9696.099593,150.8,0.365789733,5770197348,41225.87005,783138
Cyprus,1992,0,0,0,9250,11310.07192,148.79,0.347078374,6912150456,42869.28001,800660
Cyprus,1993,0,0,0,9250,10526.14177,147.79,0.334850837,6590291048,44136.07006,818814
Cyprus,1994,0,0,0,9250,11617.69278,331.38,0.72317553,7425703929,45822.90001,837166
Cyprus,1995,0,1297.74,0,9250,15233.34168,1604.34,3.354298132,9914864166,47829.38,855389
Cyprus,1996,0,1342.75,0,9250,15105.21006,1694.36,3.357076865,9989422836,50471.29,873246
Cyprus,1997,0,1384.74,0,9250,14169.7202,1670.36,3.294058996,9504538198,50708.25999,890733
Cyprus,1998,0,1420.71,0,9250,15035.90525,1731.07,3.262160431,10209966063,53065.14001,908040
Cyprus,1999,0,1458.72,0,9250,15208.77246,1762.3,3.226628003,10443559871,54617.38999,925491
Cyprus,2000,0,1485.73,0,9250,14307.35353,1758.71,3.096662255,9929632422,56793.73,943287
Cyprus,2001,0,1440.72,0,9250,14723.21047,1744.68,3.047472789,10328979964,57250.05999,961482
Cyprus,2002,0,1473.71,0,9250,15988.27504,1853.29,3.176420219,11345759615,58345.23999,979883
Cyprus,2003,0,1512.69,0,9250,20110.12017,2006.27,3.257159185,14445240091,61595.7,998150
Cyprus,2004,0,1657.68,0,9250,23578.42935,2092.02,3.304331207,17164625000,63311.45,1015827
Cyprus,2005,0,1731.947613,0,9250,24738.00939,2135.887613,3.364850449,18270009451,63476.45,1032586
Cyprus,2006,0,1814.896032,0,9250,26455.13237,2263.836032,3.515727001,19866878479,64391.69001,1048293
Cyprus,2007,0,2246.042792,0,9250,30915.48639,2943.414188,4.355310457,23716042497,67582.19,1063040
Cyprus,2008,0,2356.385523,0,9250,34950.3513,3814.917614,5.493651008,27493064742,69442.3,1077010
Cyprus,2009,0,2437.651135,0,9250,31673.45771,4115.488798,5.978514764,25593262401,68837.98001,1090486
Cyprus,2010,0,2567.650729,102.3918001,9250,30438.90019,4337.856174,6.353223049,25247424011,68278.03999,1103685
Cyprus,2011,0,2665.884443,393.1522094,9250,31836.61951,4963.239239,7.415746861,27089174646,66928.38,1116644
Cyprus,2012,0,2773.521916,622.6252067,9250,28868.27382,5167.334206,8.361861191,24940600822,61796.46,1129303
Czech Republic,1990,3234.199477,0,0,78870,3901.525394,37081.70948,2.862288192,40315846934,1295526.76,10333355
Czech Republic,1991,2891.569878,0,0,78870,2867.229413,29719.40988,2.562023835,29557058045,1159997.4,10308578
Czech Republic,1992,3708.488108,0,0,78870,3338.654991,48419.90811,4.243524326,34451991510,1141030.53,10319123
Czech Republic,1993,3615.656578,0,0,78870,3916.051586,47691.62388,4.279165541,40452245052,1114507.57,10329855
Czech Republic,1994,4048.611081,0,0,78870,4583.584634,51861.69477,4.93832704,47364870592,1050187.53,10333587
Czech Republic,1995,5721.81548,0,0,78870,5765.048439,45329.6498,4.363284735,59537113791,1038888.19,10327253
Czech Republic,1996,5585.717619,0,0,78870,6473.435452,46375.66517,4.385888864,66775046785,1057383.5,10315241
Czech Republic,1997,4728.376502,0,0,78870,5980.258304,47971.24385,4.609866712,61621364981,1040621.06,10304131
Czech Republic,1998,3801.535209,0,0,78870,6447.463539,50765.3163,5.060405787,66372594575,1003186.67,10294373
Czech Republic,1999,4539.776318,0,0,78870,6293.304387,52422.11977,5.434782179,64719461255,964567.08,10283860
Czech Republic,2000,4287.127166,0,0,78870,5994.528277,48053.55242,4.839103489,61474265135,993025.9299,10255063
Czech Republic,2001,5069.135259,0,0,78870,6594.717465,53832.95215,5.293217568,67375623427,1017017.56,10216605
Czech Republic,2002,6000.728458,0,4.815993947,78870,8011.898074,56779.51513,5.756477055,81696651659,986358.7501,10196916
Czech Republic,2003,3151.213996,72.98,9.114140263,78870,9741.058384,57684.43239,5.572770828,99300329682,1035112.23,10193998
Czech Republic,2004,4670.520725,84.99,23.13284163,78870,11667.63212,63840.11536,6.090694297,118976000000,1048158.26,10197101
Czech Republic,2005,5783.141465,103,51.02771881,78870,13317.72983,66444.47277,6.391730647,135990000000,1039538.06,10211216
Czech Republic,2006,6257.932705,130.4440913,120.2504716,78870,15159.14115,71469.24805,6.827250411,155213000000,1046823.3,10238905
Czech Republic,2007,4905.200932,165.6762192,293.5136987,78870,18333.9459,78532.3296,7.675563844,188818000000,1023147.37,10298828
Czech Republic,2008,5085.344658,236.6427868,615.5679058,78870,22649.37934,79842.97458,7.857030689,235205000000,1016197.82,10384603
Czech Republic,2009,5877.895764,481.3195854,696.9262989,78870,19698.49209,85075.21729,8.710845761,205730000000,976658.52,10443936
Czech Republic,2010,6733.018786,1853.036336,808.7347771,78870,19763.9638,96382.9508,9.49242779,207016000000,1015366.7,10474410
Czech Republic,2011,4618.007671,5588.110768,933.9526467,78870,21656.39764,100471.7337,10.23692669,227307000000,981463.8391,10496088
Czech Republic,2012,5001.002662,5608.89249,977.1804168,78870,19670.40261,105264.63,10.92614,206751000000,963420.1099,10510785
Denmark,1990,110.0493973,98.76749992,2397.504726,43090,26861.79859,37957.12919,7.047154766,138095000000,538616.37,5140939
Denmark,1991,72.02773977,118.7424472,2132.021097,43090,26960.97561,40462.44667,7.075165198,138965000000,571894.02,5154298
Denmark,1992,97.55134231,137.7595008,3187.838508,43090,29526.16569,43658.05232,7.750582224,152691000000,563287.39,5171370
Denmark,1993,89.49412845,158.7776356,3304.890315,43090,27553.12351,44945.35395,7.705352182,142963000000,583300.45,5188628
Denmark,1994,90.0721004,183.7132273,3103.393277,43090,29992.22227,42717.40426,7.335806032,156145000000,582313.71,5206180
Denmark,1995,90.7518445,210.6773618,3560.497366,43090,35351.38071,44697.0576,7.522789088,185007000000,594155.4,5233373
Denmark,1996,40.4508766,253.6789273,2612.275031,43090,35650.72434,44922.33582,7.270427759,187632000000,617877.48,5263074
Denmark,1997,49.20931829,276.9558505,5008.990609,43090,32835.92877,48949.32188,8.11695722,173538000000,603050.14,5284991
Denmark,1998,75.77019726,298.6227091,7913.776158,43090,33368.15485,51130.48953,8.526222107,176992000000,599685.1699,5304219
Denmark,1999,92.29019399,318.0516032,9017.645084,43090,33440.80162,54102.01562,9.076982851,177965000000,596035.2301,5321799
Denmark,2000,97.23637145,333.192906,13745.98171,43090,30743.55917,62667.68057,10.74562949,164159000000,583192.2702,5339616
Denmark,2001,87.01907816,342.4279065,13382.29109,43090,30751.64946,66742.66038,11.13050512,164791000000,599637.3,5358783
Denmark,2002,95.35984524,356.1632432,14533.43641,43090,33228.69291,70080.4391,11.87186695,178635000000,590306.8102,5375931
Denmark,2003,52.99468627,376.3868629,14033.49764,43090,40458.77064,76780.79601,12.72527312,218096000000,603372.48,5390574
Denmark,2004,79.2699127,389.3498043,19327.17909,43090,46487.51491,87974.67776,14.4559935,251243000000,608568.8802,5404523
Denmark,2005,76.45858412,414.2354206,21986.82936,43090,48816.83586,98853.55235,16.13967881,264560000000,612487.7299,5419432
Denmark,2006,61.35721865,432.1306621,16294.34311,43090,52041.00297,94660.65388,15.28531383,282961000000,619291.53,5437272
Denmark,2007,85.84261166,473.0829679,21984.90601,43090,58501.13832,109971.6674,17.7163367,319500000000,620735.9301,5461438
Denmark,2008,84.67088595,512.9117174,22561.53453,43090,64181.99467,113700.009,18.56132306,352592000000,612564.1401,5493621
Denmark,2009,59.12908831,580.3079797,20916.13698,43090,57895.50122,113546.511,19.34925559,319762000000,586826.2501,5523095
Denmark,2010,62.98021152,643.6828987,23419.64151,43090,57647.66876,131783.0244,21.28445876,319811000000,619151.4,5547683
Denmark,2011,55.46379797,791.9017759,31888.42126,43090,61304.0612,140420.9538,23.95230713,341499000000,586252.3098,5570572
Denmark,2012,62.56165425,1562.316042,37794.59936,43090,57636.12531,156066.9816,27.56360072,322277000000,566206.8,5591572
Djibouti,1990,0,0,0,23200,768.8000207,1184.677525,37.76493505,452328105,3136.977525,588356
Djibouti,1991,0,0,0,23200,757.2260003,1241.11724,38.72782361,462422016.6,3204.71724,610679
Djibouti,1992,0,0,0,23200,762.3768642,1285.290125,39.83925544,478058323.6,3226.190125,627063
Djibouti,1993,0,0,0,23200,729.0950423,1343.10377,40.76430233,466048487.5,3294.80377,639215
Djibouti,1994,0,0,0,23200,756.5869902,1392.882995,42.0672933,491689240,3311.082995,649878
Djibouti,1995,0,0,0,23200,752.8997877,1448.19248,42.42180767,497723980.1,3413.79248,661076
Djibouti,1996,0,0,0,23200,733.8134276,1506.4487,43.29810341,494004667.1,3479.2487,673202
Djibouti,1997,0,0,0,23200,733.1436747,1560.6775,44.72909446,502675561.7,3489.1775,685644
Djibouti,1998,0,0,0,23200,736.503359,1589.040665,31.96145519,514267889.4,4971.740666,698256
Djibouti,1999,0,0,0,23200,754.3497648,1634.32332,31.50549356,536080169.1,5187.42332,710652
Djibouti,2000,0,0,0,23200,762.8838243,1715.606615,33.9327196,551230861.9,5055.906615,722562
Djibouti,2001,0,0,0,23200,779.7667866,1723.59922,30.71439064,572417440.8,5611.69922,734088
Djibouti,2002,0,0,0,23200,792.9638513,1758.116205,30.83648241,591122039.6,5701.416204,745459
Djibouti,2003,0,0,0,23200,822.0970501,1793.367255,31.45890077,622044665.5,5700.667255,756656
Djibouti,2004,0,0,0,23200,867.68359,1829.295465,32.14650598,666072101.8,5690.495465,767644
Djibouti,2005,0,0,0,23200,910.3645074,1865.95774,33.21475599,708633194.7,5617.857739,778406
Djibouti,2006,0,0,0,23200,974.5642374,1899.481275,32.55200078,768873684,5835.221275,788941
Djibouti,2007,0,0,0,23200,1060.81494,1933.5695,32.30547096,847918929.1,5985.269499,799309
Djibouti,2008,0,0,0,23200,1234.013356,1967.4275,33.14344988,999105339.3,5936.097501,809639
Djibouti,2009,0,0,0,23200,1462.018889,2001.9895,33.3129716,1198997305,6009.6395,820097
Djibouti,2010,0,0,0,23200,1358.4605,2040.6245,34.43333869,1128611700,5926.304499,830802
Djibouti,2011,0,0,0,23200,1472.014205,2070.619,34.44418956,1239144502,6011.519001,841802
Djibouti,2012,0,0,0,23200,1586.780133,2070.619,34.44418956,1353632942,6011.519001,853069
Dominica,1990,49.92,0,0,750,2344.944441,122.04941,23.48777949,166322219.3,519.6294101,70928
Dominica,1991,27.87096774,0,0,750,2546.783072,99.30687274,20.71759526,180437033.9,479.335905,70849
Dominica,1992,27.87096774,0,0,750,2701.671727,99.19515774,20.69911324,191759255.9,479.2241899,70978
Dominica,1993,27.87096774,0,0,750,2814.669124,97.73280274,18.72054155,200418515,522.061835,71205
Dominica,1994,28.8,0,0,750,3018.820482,98.522715,14.97481585,215459255.5,657.922715,71372
Dominica,1995,85.75714286,0,0,750,3139.224475,163.6477529,23.838309,224037033.1,686.4906101,71367
Dominica,1996,108,0,0,750,3323.369413,185.66718,32.70128788,236444440.3,567.7671799,71146
Dominica,1997,98.29090909,0,0,750,3473.648555,167.4620891,21.15565767,245781477.1,791.5711802,70756
Dominica,1998,98.43428571,0,0,750,3676.516625,167.0665007,14.43049598,258440736.2,1157.732215,70295
Dominica,1999,107.4162162,0,0,750,3830.229979,174.9187862,14.07680866,267740736,1242.60257,69902
Dominica,2000,107.7194805,0,0,750,4819.899954,175.3082105,11.23058784,335845808.9,1560.98873,69679
Dominica,2001,91.2,0,0,750,4925.629692,158.37556,9.294473684,343119364.3,1703.97556,69660
Dominica,2002,116.64,0,0,750,4837.631934,184.77615,13.38534564,337695734.8,1380.43615,69806
Dominica,2003,93.8278481,0,0,750,4997.16258,161.5894631,10.99052451,350091216,1470.261614,70058
Dominica,2004,110.0050633,0,0,750,5329.135796,177.3830083,12.46561894,374771474.9,1422.977946,70325
Dominica,2005,81.16535885,0,0,750,5250.352561,155.2192689,10.93529383,370370370.4,1419.433911,70542
Dominica,2006,81.5640281,0,0,750,5627.072822,146.1853931,10.01625623,397777777.8,1459.481365,70690
Dominica,2007,65.1525,0,0,750,6058.180506,129.16182,8.814404745,428888888.9,1465.34932,70795
Dominica,2008,62.46390857,0,0,750,6615.156232,124.6018186,8.466189835,468888888.9,1471.75791,70881
Dominica,2009,72.05599741,0,0,750,7027.098935,134.7709974,9.011653975,498888888.9,1495.519,70995
Dominica,2010,72.77972529,0,0,750,6926.847597,134.9009503,8.884220134,492962963,1518.433225,71167
Dominica,2011,114.1568784,0,0,750,7121.908609,176.2963734,11.5508478,508518518.5,1526.263496,71402
Dominica,2012,122.0963745,0,0,750,7181.625372,176.2963734,11.5508478,514814814.8,1526.263496,71685
Dominican Republic,1990,1054.777472,0,0,48670,984.6914396,23418.6046,25.6233448,7073674721,91395.58002,7183646
Dominican Republic,1991,1591.654583,0,0,48670,1327.447556,23188.90854,25.5476545,9724379020,90767.27001,7325622
Dominican Republic,1992,1307.398097,0,0,48670,1510.024439,22900.11361,22.74049354,11277694537,100701.92,7468551
Dominican Republic,1993,2769.574302,0,0,48670,1704.850697,25775.27356,24.27321315,12976408000,106188.14,7611463
Dominican Republic,1994,1305.005195,0,0,48670,1871.667431,25911.85387,21.90813183,14511134921,118275.05,7753052
Dominican Republic,1995,1466.802476,0,0,48670,2072.68444,24600.30019,19.75415229,16358496124,124532.3,7892420
Dominican Republic,1996,2275.442029,0,0,48670,2258.258259,24437.00863,17.81086989,18131813001,137202.78,8029114
Dominican Republic,1997,1629.377743,0,0,48670,2400.136254,23943.05696,15.84132497,19593449903,151143.02,8163474
Dominican Republic,1998,1823.785561,0,0,48670,2551.865845,20181.17512,13.24733816,21171235998,152341.36,8296375
Dominican Republic,1999,2726.572325,0,0,48670,2575.482552,23722.42775,14.30934627,21709041189,165782.75,8429116
Dominican Republic,2000,1855.281571,0,0,48670,2802.488989,23266.14422,13.13684698,23996656676,177106.0001,8562623
Dominican Republic,2001,2115.118882,0,0,48670,2862.428873,23624.09951,13.17976394,24894907435,179245.24,8697127
Dominican Republic,2002,2112.759441,0,0,48670,3008.326804,26041.98061,14.68471325,26570402719,177340.75,8832286
Dominican Republic,2003,3660.054904,0,0,48670,2371.608419,27602.3223,15.87508275,21268012747,173871.9901,8967759
Dominican Republic,2004,4897.51115,0,0,48670,2434.794617,28543.65726,15.52814484,22163928098,183818.8499,9102997
Dominican Republic,2005,5833.682932,0,0,48670,3619.030377,28616.98002,15.13668703,33431028341,189057.09,9237565
Dominican Republic,2006,5352.32702,0,0,48670,3817.977914,27949.25425,14.17211699,35779542420,197212.98,9371333
Dominican Republic,2007,5186.084526,0,0,48670,4596.400803,27753.58177,14.08217233,43685737619,197083.1,9504336
Dominican Republic,2008,4231.866437,0,0,48670,4931.62641,27048.57994,13.9169519,47523573518,194357.07,9636491
Dominican Republic,2009,4499.394952,0,0,48670,4902.780603,27170.97895,13.95341379,47889071494,194726.39,9767737
Dominican Republic,2010,4408.336473,0,0,48670,5358.967944,27306.31481,13.30840322,53042973603,205181,9897983
Dominican Republic,2011,4695.102307,0,0,48670,5786.905837,27187.29294,13.20162808,58026114991,205938.9401,10027140
Dominican Republic,2012,5472.100865,0,0,48670,5951.868497,29070.5305,13.19235357,60441438857,220358.9401,10155036
Ecuador,1990,13550.04582,0,0,256370,1491.402557,53345.41582,24.19854685,15239278100,220448.84,10218085
Ecuador,1991,13790.12271,0,0,256370,1623.956022,55010.21271,24.16309535,16988184456,227662.11,10460988
Ecuador,1992,13636.30118,0,0,256370,1690.119766,47025.86118,20.80035983,18093864475,226081.9599,10705670
Ecuador,1993,15627.01847,0,0,256370,1729.337997,48131.78847,21.61848695,18938326276,222641.8,10951200
Ecuador,1994,17621.29352,0,0,256370,2028.156395,49168.24352,20.85316608,22708204405,235783.11,11196476
Ecuador,1995,14083.26626,0,0,256370,2135.590018,47845.78626,20.35412674,24432379906,235066.76,11440576
Ecuador,1996,17271.28869,0,0,256370,2159.106043,52010.63869,19.29146365,25225872274,269604.42,11683480
Ecuador,1997,17714.22764,0,0,256370,2361.550754,45522.86764,16.54279165,28161471483,275182.5,11924991
Ecuador,1998,17626.36706,0,0,256370,2300.360002,49880.17706,18.19074801,27981319125,274206.3,12163887
Ecuador,1999,19353.80957,0,0,256370,1584.430724,49533.97957,21.0557801,19644866963,235251.22,12398691
Ecuador,2000,20426.65878,0,0,256370,1451.260807,51685.63878,20.0327158,18327386416,258006.15,12628596
Ecuador,2001,18621.64808,0,0,256370,1903.741868,48454.93808,18.43283396,24468324000,262872.97,12852753
Ecuador,2002,20601.49785,0,0,256370,2183.967465,48961.03785,18.05793726,28548945000,271133.0599,13072056
Ecuador,2003,21558.82233,0,0,256370,2440.469164,49175.54233,17.97048573,32432859000,273646.15,13289600
Ecuador,2004,20742.13049,0,0,256370,2708.558293,48487.81049,16.90309425,36591661000,286857.6,13509645
Ecuador,2005,21084.38209,0,0,256370,3021.942767,38239.41728,12.91900269,41507085000,295993.5701,13735232
Ecuador,2006,21132.55298,0,0,256370,3350.784142,42314.71542,13.40011111,46802044000,315778.84,13967490
Ecuador,2007,24261.59153,0,2.684695312,256370,3590.711513,42097.38285,12.9310696,51007777000,325552.2099,14205479
Ecuador,2008,33563.36714,0,8.915362265,256370,4274.940821,52837.58037,14.72028024,61762635000,358944.12,14447600
Ecuador,2009,27595.95189,0,8.977212718,256370,4255.555563,48485.27651,12.97793729,62519686000,373597.7099,14691310
Ecuador,2010,26770.72098,0,9.299694645,256370,4657.301737,46603.34238,11.92930463,69555367000,390662.6901,14934692
Ecuador,2011,35452.0049,0,9.553221477,256370,5223.377575,53788.86264,13.22002068,79276664000,406874.27,15177280
Ecuador,2012,37403.04434,0,6.112607345,256370,5682.638917,57462.98284,13.37340714,87623411000,429680.95,15419493
Egypt. Arab Rep.,1990,30638.0811,0,0,1001450,764.7606503,74901.5611,8.500620346,43130415172,881130.5299,56397273
Egypt. Arab Rep.,1991,30559.70379,0,0,1001450,640.8505007,77488.66379,9.04959477,36970555162,856266.67,57689828
Egypt. Arab Rep.,1992,29827.03919,0,0,1001450,710.3538696,77426.88919,8.712718177,41855483493,888665.1401,58922018
Egypt. Arab Rep.,1993,32196.82318,0,0,1001450,774.9108626,81250.37318,8.836571198,46578631173,919478.5099,60108373
Egypt. Arab Rep.,1994,34101.77274,0,0,1001450,846.9980789,86092.78274,9.82608043,51897983700,876166.07,61272847
Egypt. Arab Rep.,1995,35210.61283,0,0,1001450,963.5573042,85063.05283,9.000987304,60159244528,945041.36,62434527
Egypt. Arab Rep.,1996,37077.47612,0,0,1001450,1063.433428,87927.71612,8.676092141,67629717779,1013448.39,63595629
Egypt. Arab Rep.,1997,38877.96386,0,0,1001450,1211.290272,90694.01386,8.342916564,78436575857,1087078.04,64754566
Egypt. Arab Rep.,1998,39508.98053,0,0,1001450,1286.79351,92229.84053,8.24670564,84828807306,1118384.05,65922626
Egypt. Arab Rep.,1999,46856.7942,0,76.7148551,1001450,1351.613998,100603.1791,8.558182176,90710704004,1175520.42,67112877
Egypt. Arab Rep.,2000,40800.39952,0,408.0933587,1001450,1461.018217,95898.98288,8.100297279,99838541029,1183894.61,68334905
Egypt. Arab Rep.,2001,45244.01209,0,660.8675923,1001450,1402.759847,101478.1997,7.696347791,97632008178,1318524.09,69599945
Egypt. Arab Rep.,2002,38477.52333,0,610.4218648,1001450,1238.92651,95571.10519,7.239445868,87850680624,1320143.93,70908710
Egypt. Arab Rep.,2003,39223.02326,0,1108.692877,1001450,1147.770318,97749.69614,7.357297998,82923680691,1328608.63,72247626
Egypt. Arab Rep.,2004,38240.91856,0,1581.777951,1001450,1071.323345,98199.45651,7.505152886,78845185716,1308427.13,73596068
Egypt. Arab Rep.,2005,38571.31596,0,1683.910662,1001450,1196.733304,99614.79662,6.452504233,89685724897,1543816.06,74942115
Egypt. Arab Rep.,2006,39697.56839,0,1891.969217,1001450,1409.177872,101951.9276,6.195683855,107484000000,1645531.47,76274285
Egypt. Arab Rep.,2007,47574.18101,0,2548.945482,1001450,1681.314481,111510.3265,6.056818664,130479000000,1841070.91,77605327
Egypt. Arab Rep.,2008,45068.13677,0,2802.561563,1001450,2061.612772,110301.7083,5.931382269,162818000000,1859629.059,78976122
Egypt. Arab Rep.,2009,39618.76644,0,3489.703986,1001450,2349.286865,106601.2504,5.718877477,188982000000,1864024.03,80442443
Egypt. Arab Rep.,2010,40050.31173,632.4056582,4598.755709,1001450,2668.035988,109850.0531,5.670956659,218888000000,1937063.88,82040994
Egypt. Arab Rep.,2011,40854.39144,704.3860592,4813.831185,1001450,2816.666943,112030.0087,5.518388319,236002000000,2030121.88,83787634
Egypt. Arab Rep.,2012,41043.08079,728.1936028,3871.409028,1001450,3068.193883,112399.8734,5.499425611,262824000000,2043847.51,85660902
El Salvador,1990,4887.813454,0,0,21040,914.094639,55594.89816,67.13704527,4800900000,82808.08,5252082
El Salvador,1991,3852.059242,0,0,21040,998.0126188,56809.11743,64.72592676,5311000000,87768.72001,5321576
El Salvador,1992,4387.893904,0,0,21040,1104.329226,59125.9128,61.68876,5954700000,95845.51999,5392142
El Salvador,1993,4625.198182,0,0,21040,1270.26929,58740.55118,59.34208408,6938000000,98986.33001,5461834
El Salvador,1994,4254.488109,0,0,21040,1462.659632,58516.63834,57.19833121,8085600000,102304.8,5528012
El Salvador,1995,4454.863505,0,0,21040,1699.93503,59081.75094,54.74698334,9500500000,107917.82,5588743
El Salvador,1996,5832.662179,0,0,21040,1827.899428,60741.70063,56.93744783,10315500000,106681.46,5643363
El Salvador,1997,4519.73652,0,0,21040,1956.098589,60465.73974,53.06236222,11134700000,113952.22,5692300
El Salvador,1998,4842.486834,0,0,21040,2093.487271,61424.4383,51.58657857,12008400000,119070.58,5736075
El Salvador,1999,5825.243575,0,0,21040,2158.142965,63407.7016,51.0075721,12464700000,124310.37,5775660
El Salvador,2000,4451.256293,0,0,21040,2259.888269,63361.24263,50.86405598,13134100000,124569.78,5811836
El Salvador,2001,3784.939506,0,0,21040,2363.271031,63329.3591,50.19256855,13812700000,126172.78,5844738
El Salvador,2002,3772.967011,0,0,21040,2435.472748,64180.30524,50.7423466,14306700000,126482.73,5874301
El Salvador,2003,4718.955913,0,0,21040,2549.886636,61757.99752,47.97910784,15046700000,128718.52,5900929
El Salvador,2004,4408.231888,0,0,21040,2666.339695,61974.02055,47.38962978,15798300000,130775.49,5925089
El Salvador,2005,5405.168793,0,0,21040,2874.257256,64780.81549,47.19163789,17093800000,137271.81,5947206
El Salvador,2006,5867.694939,0,0,21040,3108.592529,66342.99481,47.65049274,18550700000,139228.35,5967556
El Salvador,2007,5459.843524,0,0,21040,3358.421252,46842.5722,37.52537146,20104900000,124829.07,5986414
El Salvador,2008,6142.971836,0,0,21040,3569.335393,48737.11922,41.19515895,21431000000,118307.88,6004199
El Salvador,2009,4615.298688,0,0,21040,3431.280068,35525.52493,33.23000608,20661000000,106907.97,6021368
